Field ID,Label,Kind,Data type,Format,Option value,Option text,Where this option came from,Long-term loans using it,Known drift
LE1.XG9,Loan Estimate - Closing Costs Estimate Expiration Generic Time Zone,standard,String,STRING,AKT,(UTC -08:00/09:00) Alaska Time,declared by Encompass,0,
LE1.XG9,Loan Estimate - Closing Costs Estimate Expiration Generic Time Zone,standard,String,STRING,PT,(UTC -07:00/08:00) Pacific Time,declared by Encompass,0,
LE1.XG9,Loan Estimate - Closing Costs Estimate Expiration Generic Time Zone,standard,String,STRING,MST,(UTC -07:00) Arizona Time,declared by Encompass,0,
LE1.XG9,Loan Estimate - Closing Costs Estimate Expiration Generic Time Zone,standard,String,STRING,MT,(UTC -06:00/07:00) Mountain Time,declared by Encompass,0,
LE1.XG9,Loan Estimate - Closing Costs Estimate Expiration Generic Time Zone,standard,String,STRING,CT,(UTC -05:00/06:00) Central Time,declared by Encompass,0,
LE1.XG9,Loan Estimate - Closing Costs Estimate Expiration Generic Time Zone,standard,String,STRING,ET,(UTC -04:00/05:00) Eastern Time,declared by Encompass,481,
4188,Co-Borr Ethnicity No Co Applicant,standard,Boolean,YN,Y,No co-applicant,declared by Encompass,185,boolean-representation
4188,Co-Borr Ethnicity No Co Applicant,standard,Boolean,YN,N,No,declared by Encompass,295,boolean-representation
NEWHUD.X1140,Itemize Fees on Line 802,standard,Boolean,YN,Y,Yes,declared by Encompass,480,boolean-representation
NEWHUD.X1140,Itemize Fees on Line 802,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
URLA.X200,CoBorr  Current Employment Does Not Apply,standard,Boolean,YN,Y,Does Not Apply,declared by Encompass,0,boolean-representation
URLA.X200,CoBorr  Current Employment Does Not Apply,standard,Boolean,YN,N,No,declared by Encompass,480,boolean-representation
URLA.X202,CoBorr Additional Employment DoesNotApply,standard,Boolean,YN,Y,Does Not Apply,declared by Encompass,480,boolean-representation
URLA.X202,CoBorr Additional Employment DoesNotApply,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
3517,Lock Request Co-Borr Self Employed,standard,Boolean,YN,Y,Yes,declared by Encompass,297,boolean-representation
3517,Lock Request Co-Borr Self Employed,standard,Boolean,YN,N,No,declared by Encompass,182,boolean-representation
CALCREQUIRED,Payment Schedule Calculation is Required,standard,Boolean,YN,Y,Yes,declared by Encompass,478,boolean-representation
CALCREQUIRED,Payment Schedule Calculation is Required,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
189,Co-Borr - I do not wish to furnish this info,standard,Boolean,YN,Y,I do not wish to furnish this info,declared by Encompass,477,boolean-representation
189,Co-Borr - I do not wish to furnish this info,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
DISCLOSURE.X626,Disclosure Co-Borr CB1 Credit Score for Disclosure Notice,standard,Boolean,YN,Y,Yes,declared by Encompass,477,boolean-representation
DISCLOSURE.X626,Disclosure Co-Borr CB1 Credit Score for Disclosure Notice,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
DISCLOSURE.X944,Disclosure Experian Borrower Material Terms of Credit Set by Credit Score,standard,Boolean,YN,Y,Yes,declared by Encompass,477,boolean-representation
DISCLOSURE.X944,Disclosure Experian Borrower Material Terms of Credit Set by Credit Score,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
1871,Borrower Vesting - Borrower Vesting Type,standard,String,STRING,Individual,Individual,declared by Encompass,148,
1871,Borrower Vesting - Borrower Vesting Type,standard,String,STRING,Co-signer,Co-signer,declared by Encompass,0,
1871,Borrower Vesting - Borrower Vesting Type,standard,String,STRING,Title only,Title only,declared by Encompass,0,
1871,Borrower Vesting - Borrower Vesting Type,standard,String,STRING,Non Title Spouse,Non Title Spouse,declared by Encompass,0,
1871,Borrower Vesting - Borrower Vesting Type,standard,String,STRING,Trustee,Trustee,declared by Encompass,0,
1871,Borrower Vesting - Borrower Vesting Type,standard,String,STRING,Title Only Trustee,Title Only Trustee,declared by Encompass,0,
1871,Borrower Vesting - Borrower Vesting Type,standard,String,STRING,Settlor Trustee,Settlor Trustee,declared by Encompass,0,
1871,Borrower Vesting - Borrower Vesting Type,standard,String,STRING,Settlor,Settlor,declared by Encompass,0,
1871,Borrower Vesting - Borrower Vesting Type,standard,String,STRING,Title Only Settlor Trustee,Title Only Settlor Trustee,declared by Encompass,0,
1871,Borrower Vesting - Borrower Vesting Type,standard,String,STRING,Officer,Officer,declared by Encompass,326,
2293,Trans Details Impounds Waived,standard,String,STRING,,,declared by Encompass,0,
2293,Trans Details Impounds Waived,standard,String,STRING,Waived,Waived,declared by Encompass,8,
2293,Trans Details Impounds Waived,standard,String,STRING,Not Waived,Not Waived,declared by Encompass,466,
2961,Lock Request Impounds Waived,standard,String,STRING,,,declared by Encompass,0,
2961,Lock Request Impounds Waived,standard,String,STRING,Waived,Waived,declared by Encompass,8,
2961,Lock Request Impounds Waived,standard,String,STRING,Not Waived,Not Waived,declared by Encompass,466,
NMLS.X1,NMLS Loan Type,standard,String,STRING,ResidentialFirst,Residential First Mortgage (1-4 Unit),declared by Encompass,469,
NMLS.X1,NMLS Loan Type,standard,String,STRING,ClosedEndSecond,Closed-End Second Mortgage,declared by Encompass,0,
NMLS.X1,NMLS Loan Type,standard,String,STRING,HELOC,Funded HELOC,declared by Encompass,0,
NMLS.X1,NMLS Loan Type,standard,String,STRING,ReverseMortgage,Reverse Mortgage,declared by Encompass,0,
NMLS.X1,NMLS Loan Type,standard,String,STRING,Construction,"Construction and Land Development, 1-4 Unit Residential",declared by Encompass,0,
NMLS.X1,NMLS Loan Type,standard,String,STRING,Multifamily,Multifamily Loans Agency,declared by Encompass,0,
NMLS.X1,NMLS Loan Type,standard,String,STRING,Commercial,Commercial Mortgage Loan,declared by Encompass,0,
NMLS.X1,NMLS Loan Type,standard,String,STRING,Other,Other Mortgage Loan,declared by Encompass,0,
URLA.X234,Assets/Liabilities Completed Jointly/Not Jointly,standard,String,STRING,Jointly,Jointly,declared by Encompass,46,
URLA.X234,Assets/Liabilities Completed Jointly/Not Jointly,standard,String,STRING,NotJointly,Not Jointly,declared by Encompass,418,
19,Trans Details Loan Purpose,standard,String,STRING,ConstructionToPermanent,Construction - Perm,declared by Encompass,0,
19,Trans Details Loan Purpose,standard,String,STRING,NoCash-Out Refinance,No Cash-Out Refi,declared by Encompass,66,
19,Trans Details Loan Purpose,standard,String,STRING,Purchase,Purchase,declared by Encompass,110,
19,Trans Details Loan Purpose,standard,String,STRING,ConstructionOnly,Construction,declared by Encompass,0,
19,Trans Details Loan Purpose,standard,String,STRING,Cash-Out Refinance,Cash-Out Refi,declared by Encompass,284,
19,Trans Details Loan Purpose,standard,String,STRING,Other,Other,declared by Encompass,0,
2951,Lock Request Loan Purpose,standard,String,STRING,ConstructionToPermanent,Construction - Perm,declared by Encompass,0,
2951,Lock Request Loan Purpose,standard,String,STRING,NoCash-Out Refinance,No Cash-Out Refi,declared by Encompass,66,
2951,Lock Request Loan Purpose,standard,String,STRING,Purchase,Purchase,declared by Encompass,110,
2951,Lock Request Loan Purpose,standard,String,STRING,ConstructionOnly,Construction,declared by Encompass,0,
2951,Lock Request Loan Purpose,standard,String,STRING,Cash-Out Refinance,Cash-Out Refi,declared by Encompass,284,
2951,Lock Request Loan Purpose,standard,String,STRING,Other,Other,declared by Encompass,0,
URLA.X71,Display Loan Purpose Type for Property,standard,String,STRING,Purchase,Purchase,declared by Encompass,110,
URLA.X71,Display Loan Purpose Type for Property,standard,String,STRING,Refinance,Refinance,declared by Encompass,350,
URLA.X71,Display Loan Purpose Type for Property,standard,String,STRING,Other,Other,declared by Encompass,0,
USDA.X7,USDA Refinance Loan Indicator,standard,Boolean,YN,Y,Yes,declared by Encompass,350,boolean-representation
USDA.X7,USDA Refinance Loan Indicator,standard,Boolean,YN,N,No,declared by Encompass,110,boolean-representation
LE1.X4,Loan Estimate - Loan Purpose,standard,String,STRING,Purchase,Purchase,declared by Encompass,109,
LE1.X4,Loan Estimate - Loan Purpose,standard,String,STRING,Refinance,Refinance,declared by Encompass,196,
LE1.X4,Loan Estimate - Loan Purpose,standard,String,STRING,Construction,Construction,declared by Encompass,0,
LE1.X4,Loan Estimate - Loan Purpose,standard,String,STRING,Home Equity Loan,Home Equity Loan,declared by Encompass,154,
HMDA.X115,Can Your Loan Balance Rise,standard,String,STRING,Y,Yes,declared by Encompass,0,
HMDA.X115,Can Your Loan Balance Rise,standard,String,STRING,N,No,declared by Encompass,451,
HMDA.X115,Can Your Loan Balance Rise,standard,String,STRING,Exempt,1111. Exempt,declared by Encompass,0,
NEWHUD.X5,Can Your Interest Rate Rise,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD.X5,Can Your Interest Rate Rise,standard,Boolean,YN,N,No,declared by Encompass,451,boolean-representation
NEWHUD.X6,Can Your Loan Balance Rise,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD.X6,Can Your Loan Balance Rise,standard,Boolean,YN,N,No,declared by Encompass,451,boolean-representation
NEWHUD.X8,Can Monthly Payments Rise,standard,Boolean,YN,Y,Yes,declared by Encompass,43,boolean-representation
NEWHUD.X8,Can Monthly Payments Rise,standard,Boolean,YN,N,No,declared by Encompass,408,boolean-representation
S32DISC.X179,Sec 32 - Maximum Prepayment Penalty does/does not exceed 2% of the amount prepaid,standard,String,STRING,does,does,declared by Encompass,136,
S32DISC.X179,Sec 32 - Maximum Prepayment Penalty does/does not exceed 2% of the amount prepaid,standard,String,STRING,does not,does not,declared by Encompass,314,
CD1.X10,Closing Disclosure - Projected Calculation - Column 1 - Interest Only,standard,Boolean,YN,Y,Yes,declared by Encompass,43,boolean-representation
CD1.X10,Closing Disclosure - Projected Calculation - Column 1 - Interest Only,standard,Boolean,YN,N,No,declared by Encompass,406,boolean-representation
CD1.X42,Closing Disclosure - Projected Calculation - Mortgage Insurance Indicator,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
CD1.X42,Closing Disclosure - Projected Calculation - Mortgage Insurance Indicator,standard,Boolean,YN,N,No,declared by Encompass,449,boolean-representation
CD1.XD1,Closing Disclosure - Projected Calculation - Column 1 - Range Payment Indicator,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
CD1.XD1,Closing Disclosure - Projected Calculation - Column 1 - Range Payment Indicator,standard,Boolean,YN,N,No,declared by Encompass,449,boolean-representation
CD3.X130,ALT Loan Amount IncDec Remark,standard,String,STRING,Increased,Increased,declared by Encompass,449,
CD3.X130,ALT Loan Amount IncDec Remark,standard,String,STRING,Decreased,Decreased,declared by Encompass,0,
FV.X374,Cannot Decrease - LE Baseline Used,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
FV.X374,Cannot Decrease - LE Baseline Used,standard,Boolean,YN,N,No,declared by Encompass,449,boolean-representation
FV.X375,Cannot Increase - LE Baseline Used,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
FV.X375,Cannot Increase - LE Baseline Used,standard,Boolean,YN,N,No,declared by Encompass,449,boolean-representation
FV.X376,Cannot Increase 10 - LE Baseline Used,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
FV.X376,Cannot Increase 10 - LE Baseline Used,standard,Boolean,YN,N,No,declared by Encompass,449,boolean-representation
LE1.X44,Loan Estimate - Projected Calculation - Column 1 - Interest Only,standard,Boolean,YN,Y,Yes,declared by Encompass,43,boolean-representation
LE1.X44,Loan Estimate - Projected Calculation - Column 1 - Interest Only,standard,Boolean,YN,N,No,declared by Encompass,406,boolean-representation
LE1.X77,Loan Estimate - Projected Calculation - Estimated Escrow Indicator,standard,Boolean,YN,Y,Yes,declared by Encompass,362,boolean-representation
LE1.X77,Loan Estimate - Projected Calculation - Estimated Escrow Indicator,standard,Boolean,YN,N,No,declared by Encompass,87,boolean-representation
LE1.XD1,Loan Estimate - Projected Calculation - Column 1 - Range Payment Indicator,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
LE1.XD1,Loan Estimate - Projected Calculation - Column 1 - Range Payment Indicator,standard,Boolean,YN,N,No,declared by Encompass,449,boolean-representation
NEWHUD.X355,Mnthly Amt Includes Principal,standard,Boolean,YN,Y,Yes,declared by Encompass,448,boolean-representation
NEWHUD.X355,Mnthly Amt Includes Principal,standard,Boolean,YN,N,No,declared by Encompass,1,boolean-representation
NEWHUD.X356,Mnthly Amt Includes Interest,standard,Boolean,YN,Y,Yes,declared by Encompass,449,boolean-representation
NEWHUD.X356,Mnthly Amt Includes Interest,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
4183,HMDA Age,standard,String,RA_INTEGER,8888,8888. Not applicable,declared by Encompass,0,sentinel-only-enum
2626,Loan Info Channel,standard,String,STRING,Banked - Retail,Banked - Retail,declared by Encompass,168,
2626,Loan Info Channel,standard,String,STRING,Banked - Wholesale,Banked - Wholesale,declared by Encompass,0,
2626,Loan Info Channel,standard,String,STRING,Brokered,Brokered,declared by Encompass,96,
2626,Loan Info Channel,standard,String,STRING,Correspondent,Correspondent,declared by Encompass,176,
3332,Lender Channel,standard,String,STRING,Retail,Retail,declared by Encompass,264,
3332,Lender Channel,standard,String,STRING,Broker,Wholesale Broker,declared by Encompass,0,
3332,Lender Channel,standard,String,STRING,Correspondent,Wholesale Correspondent,declared by Encompass,176,
52,Borr Marital Status,standard,String,STRING,Married,Married,declared by Encompass,382,
52,Borr Marital Status,standard,String,STRING,Unmarried,Unmarried,declared by Encompass,46,
52,Borr Marital Status,standard,String,STRING,Separated,Separated,declared by Encompass,2,
QM.X124,ATR QM - Qualification - This Loan exceed the threshold for Qualified Mortgages,standard,String,STRING,does,does,declared by Encompass,312,
QM.X124,ATR QM - Qualification - This Loan exceed the threshold for Qualified Mortgages,standard,String,STRING,does not,does not,declared by Encompass,117,
LE1.X99,Maximum Interest Period,standard,String,STRING,Year,Year,declared by Encompass,0,
LE1.X99,Maximum Interest Period,standard,String,STRING,Month,Month,declared by Encompass,424,
NEWHUD.X337,Incl Escrow-Prop Taxes,standard,Boolean,YN,Y,Yes,declared by Encompass,359,boolean-representation
NEWHUD.X337,Incl Escrow-Prop Taxes,standard,Boolean,YN,N,No,declared by Encompass,48,boolean-representation
CX.KM.ALPHAORDER.CHECK,KM Plugin - Show In Alpha Order checkbox Check,custom,YN,YN,false,false,inferred from live data,399,
CX.KM.ALPHAORDER.CHECK,KM Plugin - Show In Alpha Order checkbox Check,custom,YN,YN,true,true,inferred from live data,6,
CX.KM.ALPHAORDER.DISABLED,KM Plugin - Show In Alpha Order checkbox disabled,custom,YN,YN,false,false,inferred from live data,405,
CX.KM.IFTRIGGER,KM Plugin - Input Form Manager loan ready trigger,custom,YN,YN,true,true,inferred from live data,404,
CX.KM.IFTRIGGER,KM Plugin - Input Form Manager loan ready trigger,custom,YN,YN,false,false,inferred from live data,1,
CX.KM.LB.MANCOLOR.TR,Loan Banner Manual Trigger Trigger,custom,YN,YN,true,true,inferred from live data,404,
CX.KM.LB.MANCOLOR.TR,Loan Banner Manual Trigger Trigger,custom,YN,YN,false,false,inferred from live data,1,
CX.KM.SHOWALL.CHECK,KM Plugin - Show All checkbox check,custom,YN,YN,false,false,inferred from live data,401,
CX.KM.SHOWALL.CHECK,KM Plugin - Show All checkbox check,custom,YN,YN,true,true,inferred from live data,4,
CX.KM.SHOWALL.DISABLED,KM Plugin - Show All checkbox disabled,custom,YN,YN,false,false,inferred from live data,405,
NEWHUD.X339,Incl Escrow-Homeowners Ins,standard,Boolean,YN,Y,Yes,declared by Encompass,356,boolean-representation
NEWHUD.X339,Incl Escrow-Homeowners Ins,standard,Boolean,YN,N,No,declared by Encompass,48,boolean-representation
3264,REGZ-TIL Interest Rate and Payment Summary Table - Include Escrowed Taxes and Insurance,standard,Boolean,YN,Y,Yes,declared by Encompass,402,boolean-representation
3264,REGZ-TIL Interest Rate and Payment Summary Table - Include Escrowed Taxes and Insurance,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
CX.YEARS.AT.RESIDENCE,Years at Residence,custom,DROPDOWNLIST,DROPDOWNLIST,Yes,Yes,inferred from live data,398,
