Field ID,Label,Kind,Data type,Format,Option value,Option text,Where this option came from,Long-term loans using it,Known drift
169,Borr Declarations G,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
169,Borr Declarations G,standard,Boolean,YN,N,No,declared by Encompass,490,boolean-representation
265,Borr Declarations M,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
265,Borr Declarations M,standard,Boolean,YN,N,No,declared by Encompass,490,boolean-representation
418,Borr Declarations A,standard,Boolean,YN,Yes,Yes,declared by Encompass,0,declared-set-does-not-match-tenant
418,Borr Declarations A,standard,Boolean,YN,No,No,declared by Encompass,490,declared-set-does-not-match-tenant
420,Trans Details Lien Position,standard,String,STRING,FirstLien,First,declared by Encompass,490,
420,Trans Details Lien Position,standard,String,STRING,SecondLien,Subordinate,declared by Encompass,0,
608,Trans Details Amort Type,standard,String,STRING,Fixed,Fixed Rate,declared by Encompass,490,
608,Trans Details Amort Type,standard,String,STRING,GraduatedPaymentMortgage,GPM - Rate,declared by Encompass,0,
608,Trans Details Amort Type,standard,String,STRING,AdjustableRate,ARM,declared by Encompass,0,
608,Trans Details Amort Type,standard,String,STRING,OtherAmortizationType,Other,declared by Encompass,0,
675,Prepayment Penalty,standard,Boolean,YN,Y,Yes,declared by Encompass,466,boolean-representation
675,Prepayment Penalty,standard,Boolean,YN,N,No,declared by Encompass,24,boolean-representation
677,Trans Details Assumption May/May Not,standard,String,STRING,May,may (only for RESPA 2010),declared by Encompass,0,
677,Trans Details Assumption May/May Not,standard,String,STRING,May_not,may not,declared by Encompass,490,
677,Trans Details Assumption May/May Not,standard,String,STRING,May_SubjectToConditions,"may, subject to conditions",declared by Encompass,0,
1041,Subject Property Type Fannie Mae,standard,String,STRING,Attached,Attached,declared by Encompass,0,
1041,Subject Property Type Fannie Mae,standard,String,STRING,Condominium,Condominium,declared by Encompass,1,
1041,Subject Property Type Fannie Mae,standard,String,STRING,Cooperative,Co-Operative,declared by Encompass,0,
1041,Subject Property Type Fannie Mae,standard,String,STRING,Detached,Detached,declared by Encompass,488,
1041,Subject Property Type Fannie Mae,standard,String,STRING,HighRiseCondominium,High Rise Condominium,declared by Encompass,0,
1041,Subject Property Type Fannie Mae,standard,String,STRING,ManufacturedHousing,Manufactured Housing,declared by Encompass,0,
1041,Subject Property Type Fannie Mae,standard,String,STRING,PUD,PUD,declared by Encompass,1,
1041,Subject Property Type Fannie Mae,standard,String,STRING,DetachedCondo,Detached Condo,declared by Encompass,0,
1041,Subject Property Type Fannie Mae,standard,String,STRING,ManufacturedHomeCondoPUDCoOp,Mfd Home/Condo/PUD/Co-Op,declared by Encompass,0,
1041,Subject Property Type Fannie Mae,standard,String,STRING,MH HomeChoice,MH CHOICEHome,declared by Encompass,0,
1041,Subject Property Type Fannie Mae,standard,String,STRING,MHSelect,MH Select,declared by Encompass,0,
1041,Subject Property Type Fannie Mae,standard,String,STRING,MHAdvantage,MH Advantage,declared by Encompass,0,
1172,Trans Details Loan Type,standard,String,STRING,Conventional,Conventional,declared by Encompass,490,
1172,Trans Details Loan Type,standard,String,STRING,VA,VA,declared by Encompass,0,
1172,Trans Details Loan Type,standard,String,STRING,FHA,FHA,declared by Encompass,0,
1172,Trans Details Loan Type,standard,String,STRING,Other,Other,declared by Encompass,0,
1172,Trans Details Loan Type,standard,String,STRING,FarmersHomeAdministration,USDA-RHS,declared by Encompass,0,
1172,Trans Details Loan Type,standard,String,STRING,HELOC,HELOC,declared by Encompass,0,
1550,Underwriting Escrow,standard,Boolean,YN,Y,Escrow (T&I),declared by Encompass,485,boolean-representation
1550,Underwriting Escrow,standard,Boolean,YN,N,No,declared by Encompass,5,boolean-representation
1659,Trans Details Amort Type Balloon,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
1659,Trans Details Amort Type Balloon,standard,Boolean,YN,N,No,declared by Encompass,490,boolean-representation
1719,Trans Details Late Charge % Based On,standard,String,STRING,of the payment,of the payment,declared by Encompass,0,
1719,Trans Details Late Charge % Based On,standard,String,STRING,of the overdue payment,of the overdue payment,declared by Encompass,488,
1719,Trans Details Late Charge % Based On,standard,String,STRING,of the interest payment due,of the interest payment due,declared by Encompass,0,
1719,Trans Details Late Charge % Based On,standard,String,STRING,of the principal and interest overdue,of the principal and interest overdue,declared by Encompass,2,
1719,Trans Details Late Charge % Based On,standard,String,STRING,of any installment,of any installment,declared by Encompass,0,
1757,Expenses Calc MIP/PMI Based On,standard,String,STRING,Loan Amount,Loan Amount,declared by Encompass,490,
1757,Expenses Calc MIP/PMI Based On,standard,String,STRING,Purchase Price,Purchase Price,declared by Encompass,0,
1757,Expenses Calc MIP/PMI Based On,standard,String,STRING,Appraisal Value,Appraisal Value,declared by Encompass,0,
1757,Expenses Calc MIP/PMI Based On,standard,String,STRING,Base Loan Amount,Base Loan Amount,declared by Encompass,0,
1811,Subject Property Occupancy Status,standard,String,STRING,PrimaryResidence,Primary,declared by Encompass,1,
1811,Subject Property Occupancy Status,standard,String,STRING,SecondHome,Secondary,declared by Encompass,0,
1811,Subject Property Occupancy Status,standard,String,STRING,Investor,Investment,declared by Encompass,489,
1825,Trans Details Print 2003 Appl,standard,String,STRING,Y,Print 2003 Application,declared by Encompass,0,
1825,Trans Details Print 2003 Appl,standard,String,STRING,N,N,declared by Encompass,0,
1825,Trans Details Print 2003 Appl,standard,String,STRING,2004,Print 2004 & 2005 Application,declared by Encompass,0,
1825,Trans Details Print 2003 Appl,standard,String,STRING,2006,Print 2006 Application,declared by Encompass,0,
1825,Trans Details Print 2003 Appl,standard,String,STRING,2009,Print 2009 Application,declared by Encompass,0,
1825,Trans Details Print 2003 Appl,standard,String,STRING,2020,Print 2020 Application,declared by Encompass,490,
1969,Trans Details Copy to Lender Check Box,standard,Boolean,YN,Y,Copy to Lender,declared by Encompass,268,boolean-representation
1969,Trans Details Copy to Lender Check Box,standard,Boolean,YN,N,No,declared by Encompass,222,boolean-representation
2852,Closing Docs REGZ Loan Info Sync Prepaid Int,standard,Boolean,YN,Y,Y,declared by Encompass,490,boolean-representation
2852,Closing Docs REGZ Loan Info Sync Prepaid Int,standard,Boolean,YN,N,N,declared by Encompass,0,boolean-representation
2947,Lock Request Subject Property Type,standard,String,STRING,Attached,Attached,declared by Encompass,0,
2947,Lock Request Subject Property Type,standard,String,STRING,Condominium,Condominium,declared by Encompass,1,
2947,Lock Request Subject Property Type,standard,String,STRING,Cooperative,Co-Operative,declared by Encompass,0,
2947,Lock Request Subject Property Type,standard,String,STRING,Detached,Detached,declared by Encompass,488,
2947,Lock Request Subject Property Type,standard,String,STRING,HighRiseCondominium,High Rise Condominium,declared by Encompass,0,
2947,Lock Request Subject Property Type,standard,String,STRING,ManufacturedHousing,Manufactured Housing,declared by Encompass,0,
2947,Lock Request Subject Property Type,standard,String,STRING,PUD,PUD,declared by Encompass,1,
2947,Lock Request Subject Property Type,standard,String,STRING,DetachedCondo,Detached Condo,declared by Encompass,0,
2947,Lock Request Subject Property Type,standard,String,STRING,ManufacturedHomeCondoPUDCoOp,Mfd Home/Condo/PUD/Co-Op,declared by Encompass,0,
2947,Lock Request Subject Property Type,standard,String,STRING,MH HomeChoice,MH CHOICEHome,declared by Encompass,0,
2947,Lock Request Subject Property Type,standard,String,STRING,MHSelect,MH Select,declared by Encompass,0,
2947,Lock Request Subject Property Type,standard,String,STRING,MHAdvantage,MH Advantage,declared by Encompass,0,
2950,Lock Request Subject Property Occupancy Status,standard,String,STRING,Investor,Investment,declared by Encompass,490,
2950,Lock Request Subject Property Occupancy Status,standard,String,STRING,SecondHome,Secondary,declared by Encompass,0,
2950,Lock Request Subject Property Occupancy Status,standard,String,STRING,PrimaryResidence,Primary,declared by Encompass,0,
2952,Lock Request Loan Type,standard,String,STRING,Conventional,Conventional,declared by Encompass,490,
2952,Lock Request Loan Type,standard,String,STRING,VA,VA,declared by Encompass,0,
2952,Lock Request Loan Type,standard,String,STRING,FHA,FHA,declared by Encompass,0,
2952,Lock Request Loan Type,standard,String,STRING,Other,Other,declared by Encompass,0,
2952,Lock Request Loan Type,standard,String,STRING,FarmersHomeAdministration,USDA-RHS,declared by Encompass,0,
2952,Lock Request Loan Type,standard,String,STRING,HELOC,HELOC,declared by Encompass,0,
2953,Lock Request Amort Type,standard,String,STRING,Fixed,Fixed Rate,declared by Encompass,490,
2953,Lock Request Amort Type,standard,String,STRING,GraduatedPaymentMortgage,GPM - Rate,declared by Encompass,0,
2953,Lock Request Amort Type,standard,String,STRING,AdjustableRate,ARM,declared by Encompass,0,
2953,Lock Request Amort Type,standard,String,STRING,OtherAmortizationType,Other,declared by Encompass,0,
2958,Lock Request Lein Position,standard,String,STRING,SecondLien,Second,declared by Encompass,0,
2958,Lock Request Lein Position,standard,String,STRING,FirstLien,First,declared by Encompass,490,
2963,Lock Request Prepay Penalty,standard,String,STRING,,,declared by Encompass,0,
2963,Lock Request Prepay Penalty,standard,String,STRING,Y,Yes,declared by Encompass,465,
2963,Lock Request Prepay Penalty,standard,String,STRING,N,No,declared by Encompass,25,
2982,Trans Details Interest Only Indicator,standard,Boolean,YN,Y,Yes,declared by Encompass,43,boolean-representation
2982,Trans Details Interest Only Indicator,standard,Boolean,YN,N,No,declared by Encompass,447,boolean-representation
3160,HUD-1Tolerance Lmt Violation,standard,Boolean,YN,Y,Yes,declared by Encompass,183,boolean-representation
3160,HUD-1Tolerance Lmt Violation,standard,Boolean,YN,N,No,declared by Encompass,307,boolean-representation
3164,Borrower Intends to Continue Chkbx,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
3164,Borrower Intends to Continue Chkbx,standard,Boolean,YN,N,No,declared by Encompass,490,boolean-representation
3168,Changed Circumstance Chkbx,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
3168,Changed Circumstance Chkbx,standard,Boolean,YN,N,No,declared by Encompass,490,boolean-representation
3201,GFE Redisclosure Required Due to Rate Lock,standard,Boolean,YN,Y,Yes,declared by Encompass,148,boolean-representation
3201,GFE Redisclosure Required Due to Rate Lock,standard,Boolean,YN,N,No,declared by Encompass,342,boolean-representation
3335,Occupancy Type,standard,String,STRING,OwnerOccupied,Owner Occupied,declared by Encompass,1,
3335,Occupancy Type,standard,String,STRING,NonOwnerOccupied,Non-Owner Occupied,declared by Encompass,489,
3336,Private Mortgage Insurance Indicator,standard,Boolean,YN,Y,PMI Included,declared by Encompass,0,boolean-representation
3336,Private Mortgage Insurance Indicator,standard,Boolean,YN,N,PMI Not Included,declared by Encompass,490,boolean-representation
3639,HUD 1003 Addendum Use Default Lender,standard,Boolean,YN,Y,Yes,declared by Encompass,490,boolean-representation
3639,HUD 1003 Addendum Use Default Lender,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
3894,Enforce County Loan Limit,standard,Boolean,YN,Y,Yes,declared by Encompass,490,boolean-representation
3894,Enforce County Loan Limit,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
3969,"Use New LE, CD, GFE And HUD",standard,String,STRING,Old GFE and HUD-1,OldGFEandHUD1,declared by Encompass,0,
3969,"Use New LE, CD, GFE And HUD",standard,String,STRING,RESPA 2010 GFE and HUD-1,RESPA2010GFEandHUD1,declared by Encompass,488,
3969,"Use New LE, CD, GFE And HUD",standard,String,STRING,RESPA-TILA 2015 LE and CD,TILARESPA2015LEandCD,declared by Encompass,2,
4082,Is CD Valid for Earliest Closing Date Calculation,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
4082,Is CD Valid for Earliest Closing Date Calculation,standard,Boolean,YN,N,No,declared by Encompass,490,boolean-representation
4142,Use 2018 DI,standard,Boolean,YN,Y,Use 2018 DI,declared by Encompass,490,boolean-representation
4142,Use 2018 DI,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
4143,Borr Trans Details Application Taken By,standard,String,STRING,FaceToFace,Face-to-Face Interview,declared by Encompass,1,
4143,Borr Trans Details Application Taken By,standard,String,STRING,Internet,Email or Internet,declared by Encompass,1,
4143,Borr Trans Details Application Taken By,standard,String,STRING,Mail,Fax or Mail,declared by Encompass,0,
4143,Borr Trans Details Application Taken By,standard,String,STRING,Telephone,Telephone Interview,declared by Encompass,488,
4205,Borr Do Not Wish Indicator,standard,Boolean,YN,Y,I do not wish to provide this information,declared by Encompass,487,boolean-representation
4205,Borr Do Not Wish Indicator,standard,Boolean,YN,N,No,declared by Encompass,3,boolean-representation
4461,Fee Level Disclosures Indicator,standard,Boolean,YN,Y,Yes,declared by Encompass,490,boolean-representation
4461,Fee Level Disclosures Indicator,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
4494,HELOC Lien Position,standard,String,STRING,1,1,declared by Encompass,490,
4494,HELOC Lien Position,standard,String,STRING,2,2,declared by Encompass,0,
4494,HELOC Lien Position,standard,String,STRING,3,3,declared by Encompass,0,
4494,HELOC Lien Position,standard,String,STRING,4,4,declared by Encompass,0,
4515,Rate Lock Request - FHA Secondary Residence,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
4515,Rate Lock Request - FHA Secondary Residence,standard,Boolean,YN,N,No,declared by Encompass,490,boolean-representation
4559,HELOC Draw Payment Basis,standard,Boolean,YN,Y,Rate,declared by Encompass,490,boolean-representation
4559,HELOC Draw Payment Basis,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
4568,HELOC Repayment Basis,standard,Boolean,YN,Y,Rate,declared by Encompass,490,boolean-representation
4568,HELOC Repayment Basis,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
4689,eClose Closing Type,standard,String,STRING,InkOnly,Ink Only,declared by Encompass,0,
4689,eClose Closing Type,standard,String,STRING,Hybrid,Hybrid,declared by Encompass,490,
4689,eClose Closing Type,standard,String,STRING,HybridWithENote,Hybrid With eNote,declared by Encompass,0,
4689,eClose Closing Type,standard,String,STRING,ESignOnly,eSign Only,declared by Encompass,0,
4723,MERS Original Mortgagee (MOM),standard,Boolean,YN,Y,Yes,declared by Encompass,490,boolean-representation
4723,MERS Original Mortgagee (MOM),standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
4745, Loan Amount Rounding Indicator,standard,Boolean,YN,Y,Yes,declared by Encompass,490,boolean-representation
4745, Loan Amount Rounding Indicator,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
4746,Zero Percent Payment Options,standard,String,STRING,AmortizingPayment,Amortizing Payment,declared by Encompass,490,
4746,Zero Percent Payment Options,standard,String,STRING,NoPaymentwithBalloon,No Payment with Balloon,declared by Encompass,0,
4746,Zero Percent Payment Options,standard,String,STRING,NoPayment,No Payment - Fully Forgiven,declared by Encompass,0,
4747,Interest Accrual for APR,standard,String,STRING,Actuarial,Actuarial,declared by Encompass,490,
4747,Interest Accrual for APR,standard,String,STRING,USRule,US Rule,declared by Encompass,0,
5016,To indicate a loan as Archive,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
5016,To indicate a loan as Archive,standard,Boolean,YN,N,No,declared by Encompass,490,boolean-representation
ARM.IdxLkbckPrd,ARM Index Lookback Period,standard,String,STRING,30 days,30 days,declared by Encompass,490,
ARM.IdxLkbckPrd,ARM Index Lookback Period,standard,String,STRING,45 days,45 days,declared by Encompass,0,
ARM.IdxLkbckPrd,ARM Index Lookback Period,standard,String,STRING,First Business Day,First Business Day,declared by Encompass,0,
CD1.X52,Closing Disclosure - Change in APR,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
CD1.X52,Closing Disclosure - Change in APR,standard,Boolean,YN,N,No,declared by Encompass,490,boolean-representation
CD1.X53,Closing Disclosure - Change in Loan Product,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
CD1.X53,Closing Disclosure - Change in Loan Product,standard,Boolean,YN,N,No,declared by Encompass,490,boolean-representation
CD1.X54,Closing Disclosure - Prepayment Penalty Added,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
CD1.X54,Closing Disclosure - Prepayment Penalty Added,standard,Boolean,YN,N,No,declared by Encompass,490,boolean-representation
CD1.X55,Closing Disclosure - Change in Settlement Charges,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
CD1.X55,Closing Disclosure - Change in Settlement Charges,standard,Boolean,YN,N,No,declared by Encompass,490,boolean-representation
CD1.X56,Closing Disclosure - 24-hour Advanced Preview,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
CD1.X56,Closing Disclosure - 24-hour Advanced Preview,standard,Boolean,YN,N,No,declared by Encompass,490,boolean-representation
CD1.X57,Closing Disclosure - Tolerance Cure,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
CD1.X57,Closing Disclosure - Tolerance Cure,standard,Boolean,YN,N,No,declared by Encompass,490,boolean-representation
CD1.X58,Closing Disclosure - Clerical Error Correction,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
CD1.X58,Closing Disclosure - Clerical Error Correction,standard,Boolean,YN,N,No,declared by Encompass,490,boolean-representation
CD1.X59,Closing Disclosure - Other,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
CD1.X59,Closing Disclosure - Other,standard,Boolean,YN,N,No,declared by Encompass,490,boolean-representation
CD1.X61,CD Changed Circumstance Chkbx,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
CD1.X61,CD Changed Circumstance Chkbx,standard,Boolean,YN,N,No,declared by Encompass,490,boolean-representation
CD1.X66,Closing Disclosure - Revisions requested by the Consumer,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
CD1.X66,Closing Disclosure - Revisions requested by the Consumer,standard,Boolean,YN,N,No,declared by Encompass,490,boolean-representation
CD1.X67,Closing Disclosure - Interest Rate dependent charges (Rate Lock),standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
CD1.X67,Closing Disclosure - Interest Rate dependent charges (Rate Lock),standard,Boolean,YN,N,No,declared by Encompass,490,boolean-representation
CD1.X68,Closing Disclosure - Changed Circumstance - Eligibility,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
CD1.X68,Closing Disclosure - Changed Circumstance - Eligibility,standard,Boolean,YN,N,No,declared by Encompass,490,boolean-representation
CD3.X137,Exclude Borrower Closing Costs,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
CD3.X137,Exclude Borrower Closing Costs,standard,Boolean,YN,N,No,declared by Encompass,490,boolean-representation
CD3.X1542,New Verbiage Disclosed,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
CD3.X1542,New Verbiage Disclosed,standard,Boolean,YN,N,No,declared by Encompass,490,boolean-representation
CD4.X2,Negative Amortization,standard,String,STRING,scheduled,scheduled,declared by Encompass,0,
CD4.X2,Negative Amortization,standard,String,STRING,potential,potential,declared by Encompass,0,
CD4.X2,Negative Amortization,standard,String,STRING,none,none,declared by Encompass,490,
CD4.X23,Interest Only Payments,standard,Boolean,YN,Y,Yes,declared by Encompass,43,boolean-representation
CD4.X23,Interest Only Payments,standard,Boolean,YN,N,No,declared by Encompass,447,boolean-representation
CD4.X25,Step Payments,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
CD4.X25,Step Payments,standard,Boolean,YN,N,No,declared by Encompass,490,boolean-representation
CD4.X27,Seasonal Payments,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
CD4.X27,Seasonal Payments,standard,Boolean,YN,N,No,declared by Encompass,490,boolean-representation
CD4.X51,Escrowed Property Costs Basis,standard,String,STRING,ConsummationDate,Consummation Date,declared by Encompass,1,
CD4.X51,Escrowed Property Costs Basis,standard,String,STRING,1stPaymentDate,1st Payment Date,declared by Encompass,489,
CD5.X67,Closing Disclosure - Signature Type,standard,String,STRING,AsApplicant,As Applicant,declared by Encompass,490,
CD5.X67,Closing Disclosure - Signature Type,standard,String,STRING,ByName,By Name,declared by Encompass,0,
CD5.X67,Closing Disclosure - Signature Type,standard,String,STRING,None,None,declared by Encompass,0,
COMPLIANCEVERSION.NEWBUYDOWNENABLED,Buydown Calculation - New Buydown Feature Enabled Flag,standard,Boolean,YN,Y,Yes,declared by Encompass,490,boolean-representation
COMPLIANCEVERSION.NEWBUYDOWNENABLED,Buydown Calculation - New Buydown Feature Enabled Flag,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
CX.CDC.CHANGES,CD yes no box for CD changes,custom,YN,YN,true,true,inferred from live data,489,
CX.CDC.CHANGES,CD yes no box for CD changes,custom,YN,YN,false,false,inferred from live data,1,
CX.UC.CHANGES,UW Comparison - Changes,custom,DROPDOWNLIST,DROPDOWNLIST,Yes,Yes,inferred from live data,467,
CX.UC.CHANGES,UW Comparison - Changes,custom,DROPDOWNLIST,DROPDOWNLIST,No,No,inferred from live data,23,
DISCLOSURE.X1080,Refinance Subordination - Existing Junior Lien will be subordinated under new first lien,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
DISCLOSURE.X1080,Refinance Subordination - Existing Junior Lien will be subordinated under new first lien,standard,Boolean,YN,N,No,declared by Encompass,490,boolean-representation
DISCLOSURE.X1217,State Disc - Statutory Election in Kansas,standard,String,STRING,No Statutory Election,No Statutory Election,declared by Encompass,490,
DISCLOSURE.X1217,State Disc - Statutory Election in Kansas,standard,String,STRING,Kansas UCCC Election For All Loans,Kansas UCCC Election For All Loans,declared by Encompass,0,
DISCLOSURE.X1218,State Disc - Statutory Election in Maryland,standard,String,STRING,No Statutory Election,No Statutory Election,declared by Encompass,490,
DISCLOSURE.X1218,State Disc - Statutory Election in Maryland,standard,String,STRING,Credit Grantor Law Election (for All Loans),Credit Grantor Law Election (for All Loans),declared by Encompass,0,
DISCLOSURE.X1218,State Disc - Statutory Election in Maryland,standard,String,STRING,"Credit Grantor Law Election (for 1-4 unit, Jr. Lien only)","Credit Grantor Law Election (for 1-4 unit, Jr. Lien only)",declared by Encompass,0,
DISCLOSURE.X1218,State Disc - Statutory Election in Maryland,standard,String,STRING,Credit Grantor Law Election (for 1-4 unit only),Credit Grantor Law Election (for 1-4 unit only),declared by Encompass,0,
DISCLOSURE.X671,State Disc - Loan Terms Change Escrow Payment After Change (Hidden Field),standard,String,STRING,,,declared by Encompass,0,
DISCLOSURE.X671,State Disc - Loan Terms Change Escrow Payment After Change (Hidden Field),standard,String,STRING,Required,Required,declared by Encompass,172,
DISCLOSURE.X671,State Disc - Loan Terms Change Escrow Payment After Change (Hidden Field),standard,String,STRING,Not Required,Not Required,declared by Encompass,318,
DISCLOSURE.X672,State Disc - Loan Terms Change Mortgage Insurance After Change (Hidden Field),standard,String,STRING,,,declared by Encompass,0,
DISCLOSURE.X672,State Disc - Loan Terms Change Mortgage Insurance After Change (Hidden Field),standard,String,STRING,Required,Required,declared by Encompass,0,
DISCLOSURE.X672,State Disc - Loan Terms Change Mortgage Insurance After Change (Hidden Field),standard,String,STRING,Not Required,Not Required,declared by Encompass,490,
ENHANCEDCOND.X1,Apply Enhanced Conditions to Loan,standard,Boolean,YN,Y,Yes,declared by Encompass,490,boolean-representation
ENHANCEDCOND.X1,Apply Enhanced Conditions to Loan,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
HMDA.X109,Trans Details Interest Only Indicator,standard,Boolean,YN,Y,Yes,declared by Encompass,43,boolean-representation
HMDA.X109,Trans Details Interest Only Indicator,standard,Boolean,YN,N,No,declared by Encompass,447,boolean-representation
HMDA.X114,Trans Details Amort Type Balloon,standard,String,STRING,Y,Yes,declared by Encompass,0,
HMDA.X114,Trans Details Amort Type Balloon,standard,String,STRING,N,No,declared by Encompass,490,
HMDA.X114,Trans Details Amort Type Balloon,standard,String,STRING,Exempt,1111. Exempt,declared by Encompass,0,
HMDA.X120,Trans Details Interest Only Indicator,standard,String,STRING,Y,Yes,declared by Encompass,43,
HMDA.X120,Trans Details Interest Only Indicator,standard,String,STRING,N,No,declared by Encompass,447,
HMDA.X120,Trans Details Interest Only Indicator,standard,String,STRING,Exempt,1111. Exempt,declared by Encompass,0,
HMDA.X121,CD Required,standard,Boolean,YN,Y,Yes,declared by Encompass,182,boolean-representation
HMDA.X121,CD Required,standard,Boolean,YN,N,No,declared by Encompass,308,boolean-representation
HMDA.X13,Trans Details HOEPA Status,standard,String,STRING,HOEPA Loan,1. High-cost mortgage,declared by Encompass,0,
HMDA.X13,Trans Details HOEPA Status,standard,String,STRING,Not a HOEPA Loan,2. Not a high-cost mortgage,declared by Encompass,1,
HMDA.X13,Trans Details HOEPA Status,standard,String,STRING,Not applicable,3. Not applicable,declared by Encompass,489,
HMDA.X30,HMDA Loan Type,standard,String,STRING,Conventional,1. Conventional,declared by Encompass,490,
HMDA.X30,HMDA Loan Type,standard,String,STRING,FHA,2. FHA,declared by Encompass,0,
HMDA.X30,HMDA Loan Type,standard,String,STRING,VA,3. VA,declared by Encompass,0,
HMDA.X30,HMDA Loan Type,standard,String,STRING,USDA-RHS or FSA,4. USDA-RHS or FSA,declared by Encompass,0,
HMDA.X58,Business or Commercial Purpose,standard,String,STRING,Primarily for a business or commercial purpose,1. Primarily for a business or commercial purpose,declared by Encompass,308,
HMDA.X58,Business or Commercial Purpose,standard,String,STRING,Not primarily for a business or commercial purpose,2. Not primarily for a business or commercial purpose,declared by Encompass,182,
HMDA.X58,Business or Commercial Purpose,standard,String,STRING,Exempt,1111. Exempt,declared by Encompass,0,
HMDA.X91,HMDA Sync address fields with subject property address,standard,Boolean,YN,Y,HMDA Sync Address Indicator,declared by Encompass,490,boolean-representation
HMDA.X91,HMDA Sync address fields with subject property address,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
HUD69,Escrow First Payment Date Type,standard,String,STRING,FirstPaymentDate,1st Payment Date,declared by Encompass,490,
HUD69,Escrow First Payment Date Type,standard,String,STRING,FirstAmortDate,1st Amort Date,declared by Encompass,0,
IRS4506.X93,Classic Tax Form Transcript Requested to be sent to the IRS,standard,String,STRING,4506-COct2022,4506-C Oct 2022,declared by Encompass,490,
IRS4506.X93,Classic Tax Form Transcript Requested to be sent to the IRS,standard,String,STRING,4506-CSept2020,4506-C Sept 2020,declared by Encompass,0,
IRS4506.X93,Classic Tax Form Transcript Requested to be sent to the IRS,standard,String,STRING,4506-T,4506-T,declared by Encompass,0,
L83,HUD1 Loan Type,standard,String,STRING,FHA,FHA,declared by Encompass,0,
L83,HUD1 Loan Type,standard,String,STRING,Rural Housing Service,Rural Housing Service,declared by Encompass,0,
L83,HUD1 Loan Type,standard,String,STRING,FmHA,FarmersHomeAdministration,declared by Encompass,0,
L83,HUD1 Loan Type,standard,String,STRING,Uninsured,Conventional Uninsured,declared by Encompass,490,
L83,HUD1 Loan Type,standard,String,STRING,VA,VA,declared by Encompass,0,
L83,HUD1 Loan Type,standard,String,STRING,Insured,Conventional Insured,declared by Encompass,0,
LE1.X78,Changed Circumstance - Settlement Charges,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
LE1.X78,Changed Circumstance - Settlement Charges,standard,Boolean,YN,N,No,declared by Encompass,490,boolean-representation
LE1.X79,Changed Circumstance - Eligibility,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
LE1.X79,Changed Circumstance - Eligibility,standard,Boolean,YN,N,No,declared by Encompass,490,boolean-representation
LE1.X80,Revisions requested by the consumer,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
LE1.X80,Revisions requested by the consumer,standard,Boolean,YN,N,No,declared by Encompass,490,boolean-representation
LE1.X81,Interest Rate dependent charges (Rate Lock),standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
LE1.X81,Interest Rate dependent charges (Rate Lock),standard,Boolean,YN,N,No,declared by Encompass,490,boolean-representation
