Field ID,Label,Milestone,Filled at this milestone (%)
CX.CX.TOUCHES.AD,CX.TOUCHES.AD,Waiting for Docs,100
CX.CX.TOUCHES.AD2,CX.TOUCHES.AD2,Completion,100
CX.CX.TOUCHES.AD2,CX.TOUCHES.AD2,Cond. Approval,100
CX.CX.TOUCHES.AD2,CX.TOUCHES.AD2,Final Docs,100
CX.CX.TOUCHES.AD2,CX.TOUCHES.AD2,Investor Delivery,100
CX.CX.TOUCHES.AD2,CX.TOUCHES.AD2,Loan Setup,100
CX.CX.TOUCHES.AD2,CX.TOUCHES.AD2,Purchasing Conditions,99.2
CX.CX.TOUCHES.AD2,CX.TOUCHES.AD2,Started,96.6
CX.CX.TOUCHES.AD2,CX.TOUCHES.AD2,Submittal,100
CX.CX.TOUCHES.AD2,CX.TOUCHES.AD2,Waiting for Docs,100
CX.CX.TOUCHES.ADS,CX.TOUCHES.ADS,Completion,100
CX.CX.TOUCHES.ADS,CX.TOUCHES.ADS,Cond. Approval,100
CX.CX.TOUCHES.ADS,CX.TOUCHES.ADS,Final Docs,100
CX.CX.TOUCHES.ADS,CX.TOUCHES.ADS,Investor Delivery,100
CX.CX.TOUCHES.ADS,CX.TOUCHES.ADS,Loan Setup,100
CX.CX.TOUCHES.ADS,CX.TOUCHES.ADS,Purchasing Conditions,100
CX.CX.TOUCHES.ADS,CX.TOUCHES.ADS,Started,100
CX.CX.TOUCHES.ADS,CX.TOUCHES.ADS,Submittal,100
CX.CX.TOUCHES.ADS,CX.TOUCHES.ADS,Waiting for Docs,100
CX.DATEACQUIRED,date property acquired,Docs Out,100
CX.DATEACQUIRED,date property acquired,Investor Delivery,100
CX.DATEACQUIRED,date property acquired,LO Prep,100
CX.DATEACQUIRED,date property acquired,Loan Setup,100
CX.DATEACQUIRED,date property acquired,Purchasing Conditions,100
CX.DATEACQUIRED,date property acquired,Started,100
CX.DATEACQUIRED,date property acquired,Submittal,100
CX.DSCRALA,DSCR apply loan amount,Completion,100
CX.DSCRALA,DSCR apply loan amount,Cond. Approval,100
CX.DSCRALA,DSCR apply loan amount,Docs Out,100
CX.DSCRALA,DSCR apply loan amount,Final Docs,100
CX.DSCRALA,DSCR apply loan amount,Investor Delivery,100
CX.DSCRALA,DSCR apply loan amount,LO Prep,100
CX.DSCRALA,DSCR apply loan amount,Loan Setup,100
CX.DSCRALA,DSCR apply loan amount,Purchasing Conditions,100
CX.DSCRALA,DSCR apply loan amount,Started,100
CX.DSCRALA,DSCR apply loan amount,Submittal,100
CX.DSCRLOANAMOUNT,DSCR LOAN AMOUNT,Completion,7.1
CX.DSCRLOANAMOUNT,DSCR LOAN AMOUNT,Cond. Approval,23.8
CX.DSCRLOANAMOUNT,DSCR LOAN AMOUNT,Docs Out,100
CX.DSCRLOANAMOUNT,DSCR LOAN AMOUNT,Final Docs,100
CX.DSCRLOANAMOUNT,DSCR LOAN AMOUNT,Investor Delivery,93.8
CX.DSCRLOANAMOUNT,DSCR LOAN AMOUNT,LO Prep,92.3
CX.DSCRLOANAMOUNT,DSCR LOAN AMOUNT,Loan Setup,96.7
CX.DSCRLOANAMOUNT,DSCR LOAN AMOUNT,Purchasing Conditions,84.9
CX.DSCRLOANAMOUNT,DSCR LOAN AMOUNT,Started,53.6
CX.DSCRLOANAMOUNT,DSCR LOAN AMOUNT,Submittal,90.9
CX.DSCRLOANAMOUNT,DSCR LOAN AMOUNT,Waiting for Docs,12.5
CX.DSCRLTV,DSCR LTV,Completion,100
CX.DSCRLTV,DSCR LTV,Cond. Approval,100
CX.DSCRLTV,DSCR LTV,Docs Out,100
CX.DSCRLTV,DSCR LTV,Final Docs,100
CX.DSCRLTV,DSCR LTV,Investor Delivery,100
CX.DSCRLTV,DSCR LTV,LO Prep,100
CX.DSCRLTV,DSCR LTV,Loan Setup,100
CX.DSCRLTV,DSCR LTV,Purchasing Conditions,100
CX.DSCRLTV,DSCR LTV,Started,100
CX.DSCRLTV,DSCR LTV,Submittal,100
CX.EFFECTIVEPURCHASE,Effective purchase price,Completion,0
CX.EFFECTIVEPURCHASE,Effective purchase price,Cond. Approval,9.5
CX.EFFECTIVEPURCHASE,Effective purchase price,Docs Out,0
CX.EFFECTIVEPURCHASE,Effective purchase price,Final Docs,0
CX.EFFECTIVEPURCHASE,Effective purchase price,Investor Delivery,0
CX.EFFECTIVEPURCHASE,Effective purchase price,LO Prep,0
CX.EFFECTIVEPURCHASE,Effective purchase price,Loan Setup,0
CX.EFFECTIVEPURCHASE,Effective purchase price,Purchasing Conditions,7.9
CX.EFFECTIVEPURCHASE,Effective purchase price,Started,1.2
CX.EFFECTIVEPURCHASE,Effective purchase price,Submittal,0
CX.EFFECTIVEPURCHASE,Effective purchase price,Waiting for Docs,0
CX.ESTIMATEFICO,Estimate FICO,Purchasing Conditions,100
CX.FEMA.DISASTER.FOUND,Number of Disasters Found,Completion,0
CX.FEMA.DISASTER.FOUND,Number of Disasters Found,Cond. Approval,0
CX.FEMA.DISASTER.FOUND,Number of Disasters Found,Docs Out,0
CX.FEMA.DISASTER.FOUND,Number of Disasters Found,Final Docs,0
CX.FEMA.DISASTER.FOUND,Number of Disasters Found,Investor Delivery,0
CX.FEMA.DISASTER.FOUND,Number of Disasters Found,Loan Setup,0
CX.FEMA.DISASTER.FOUND,Number of Disasters Found,Purchasing Conditions,0
CX.FEMA.DISASTER.FOUND,Number of Disasters Found,Started,0
CX.FEMA.DISASTER.FOUND,Number of Disasters Found,Submittal,0
CX.FEMA.DISASTER.FOUND,Number of Disasters Found,Waiting for Docs,0
CX.FEMA.DISASTER.IA.PROG.1,IA Program 1,Completion,0
CX.FEMA.DISASTER.IA.PROG.1,IA Program 1,Cond. Approval,0
CX.FEMA.DISASTER.IA.PROG.1,IA Program 1,Docs Out,0
CX.FEMA.DISASTER.IA.PROG.1,IA Program 1,Final Docs,0
CX.FEMA.DISASTER.IA.PROG.1,IA Program 1,Investor Delivery,0
CX.FEMA.DISASTER.IA.PROG.1,IA Program 1,Loan Setup,0
CX.FEMA.DISASTER.IA.PROG.1,IA Program 1,Purchasing Conditions,0
CX.FEMA.DISASTER.IA.PROG.1,IA Program 1,Started,0
CX.FEMA.DISASTER.IA.PROG.1,IA Program 1,Submittal,0
CX.FEMA.DISASTER.IA.PROG.1,IA Program 1,Waiting for Docs,0
CX.FEMA.DISASTER.IA.PROG.2,IA Program 2,Completion,0
CX.FEMA.DISASTER.IA.PROG.2,IA Program 2,Cond. Approval,0
CX.FEMA.DISASTER.IA.PROG.2,IA Program 2,Docs Out,0
CX.FEMA.DISASTER.IA.PROG.2,IA Program 2,Final Docs,0
CX.FEMA.DISASTER.IA.PROG.2,IA Program 2,Investor Delivery,0
CX.FEMA.DISASTER.IA.PROG.2,IA Program 2,Loan Setup,0
CX.FEMA.DISASTER.IA.PROG.2,IA Program 2,Purchasing Conditions,0
CX.FEMA.DISASTER.IA.PROG.2,IA Program 2,Started,0
CX.FEMA.DISASTER.IA.PROG.2,IA Program 2,Submittal,0
CX.FEMA.DISASTER.IA.PROG.2,IA Program 2,Waiting for Docs,0
CX.FEMA.DISASTER.IA.PROG.3,IA Program 3,Completion,0
CX.FEMA.DISASTER.IA.PROG.3,IA Program 3,Cond. Approval,0
CX.FEMA.DISASTER.IA.PROG.3,IA Program 3,Docs Out,0
CX.FEMA.DISASTER.IA.PROG.3,IA Program 3,Final Docs,0
CX.FEMA.DISASTER.IA.PROG.3,IA Program 3,Investor Delivery,0
CX.FEMA.DISASTER.IA.PROG.3,IA Program 3,Loan Setup,0
CX.FEMA.DISASTER.IA.PROG.3,IA Program 3,Purchasing Conditions,0
CX.FEMA.DISASTER.IA.PROG.3,IA Program 3,Started,0
CX.FEMA.DISASTER.IA.PROG.3,IA Program 3,Submittal,0
CX.FEMA.DISASTER.IA.PROG.3,IA Program 3,Waiting for Docs,0
CX.FEMA.DISASTER.IA.PROG.4,IA Program 4,Completion,0
CX.FEMA.DISASTER.IA.PROG.4,IA Program 4,Cond. Approval,0
CX.FEMA.DISASTER.IA.PROG.4,IA Program 4,Docs Out,0
CX.FEMA.DISASTER.IA.PROG.4,IA Program 4,Final Docs,0
CX.FEMA.DISASTER.IA.PROG.4,IA Program 4,Investor Delivery,0
CX.FEMA.DISASTER.IA.PROG.4,IA Program 4,Loan Setup,0
CX.FEMA.DISASTER.IA.PROG.4,IA Program 4,Purchasing Conditions,0
CX.FEMA.DISASTER.IA.PROG.4,IA Program 4,Started,0
CX.FEMA.DISASTER.IA.PROG.4,IA Program 4,Submittal,0
CX.FEMA.DISASTER.IA.PROG.4,IA Program 4,Waiting for Docs,0
CX.FEMA.DISASTER.IA.PROG.5,IA Program 5,Completion,0
CX.FEMA.DISASTER.IA.PROG.5,IA Program 5,Cond. Approval,0
CX.FEMA.DISASTER.IA.PROG.5,IA Program 5,Docs Out,0
CX.FEMA.DISASTER.IA.PROG.5,IA Program 5,Final Docs,0
CX.FEMA.DISASTER.IA.PROG.5,IA Program 5,Investor Delivery,0
CX.FEMA.DISASTER.IA.PROG.5,IA Program 5,Loan Setup,0
CX.FEMA.DISASTER.IA.PROG.5,IA Program 5,Purchasing Conditions,0
CX.FEMA.DISASTER.IA.PROG.5,IA Program 5,Started,0
CX.FEMA.DISASTER.IA.PROG.5,IA Program 5,Submittal,0
CX.FEMA.DISASTER.IA.PROG.5,IA Program 5,Waiting for Docs,0
CX.FEMA.DISASTER.IH.PROG.1,IH Program 1,Completion,0
CX.FEMA.DISASTER.IH.PROG.1,IH Program 1,Cond. Approval,0
CX.FEMA.DISASTER.IH.PROG.1,IH Program 1,Docs Out,0
CX.FEMA.DISASTER.IH.PROG.1,IH Program 1,Final Docs,0
CX.FEMA.DISASTER.IH.PROG.1,IH Program 1,Investor Delivery,0
CX.FEMA.DISASTER.IH.PROG.1,IH Program 1,Loan Setup,0
CX.FEMA.DISASTER.IH.PROG.1,IH Program 1,Purchasing Conditions,0
CX.FEMA.DISASTER.IH.PROG.1,IH Program 1,Started,0
CX.FEMA.DISASTER.IH.PROG.1,IH Program 1,Submittal,0
CX.FEMA.DISASTER.IH.PROG.1,IH Program 1,Waiting for Docs,0
CX.FEMA.DISASTER.IH.PROG.2,IH Program 2,Completion,0
CX.FEMA.DISASTER.IH.PROG.2,IH Program 2,Cond. Approval,0
CX.FEMA.DISASTER.IH.PROG.2,IH Program 2,Docs Out,0
CX.FEMA.DISASTER.IH.PROG.2,IH Program 2,Final Docs,0
CX.FEMA.DISASTER.IH.PROG.2,IH Program 2,Investor Delivery,0
CX.FEMA.DISASTER.IH.PROG.2,IH Program 2,Loan Setup,0
CX.FEMA.DISASTER.IH.PROG.2,IH Program 2,Purchasing Conditions,0
CX.FEMA.DISASTER.IH.PROG.2,IH Program 2,Started,0
CX.FEMA.DISASTER.IH.PROG.2,IH Program 2,Submittal,0
CX.FEMA.DISASTER.IH.PROG.2,IH Program 2,Waiting for Docs,0
CX.FEMA.DISASTER.IH.PROG.3,IH Program 3,Completion,0
CX.FEMA.DISASTER.IH.PROG.3,IH Program 3,Cond. Approval,0
CX.FEMA.DISASTER.IH.PROG.3,IH Program 3,Docs Out,0
CX.FEMA.DISASTER.IH.PROG.3,IH Program 3,Final Docs,0
CX.FEMA.DISASTER.IH.PROG.3,IH Program 3,Investor Delivery,0
CX.FEMA.DISASTER.IH.PROG.3,IH Program 3,Loan Setup,0
CX.FEMA.DISASTER.IH.PROG.3,IH Program 3,Purchasing Conditions,0
CX.FEMA.DISASTER.IH.PROG.3,IH Program 3,Started,0
CX.FEMA.DISASTER.IH.PROG.3,IH Program 3,Submittal,0
CX.FEMA.DISASTER.IH.PROG.3,IH Program 3,Waiting for Docs,0
CX.FEMA.DISASTER.IH.PROG.4,IH Program 4,Completion,0
CX.FEMA.DISASTER.IH.PROG.4,IH Program 4,Cond. Approval,0
CX.FEMA.DISASTER.IH.PROG.4,IH Program 4,Docs Out,0
CX.FEMA.DISASTER.IH.PROG.4,IH Program 4,Final Docs,0
CX.FEMA.DISASTER.IH.PROG.4,IH Program 4,Investor Delivery,0
CX.FEMA.DISASTER.IH.PROG.4,IH Program 4,Loan Setup,0
CX.FEMA.DISASTER.IH.PROG.4,IH Program 4,Purchasing Conditions,0
CX.FEMA.DISASTER.IH.PROG.4,IH Program 4,Started,0
CX.FEMA.DISASTER.IH.PROG.4,IH Program 4,Submittal,0
CX.FEMA.DISASTER.IH.PROG.4,IH Program 4,Waiting for Docs,0
CX.FEMA.DISASTER.IH.PROG.5,IH Program 5,Completion,0
CX.FEMA.DISASTER.IH.PROG.5,IH Program 5,Cond. Approval,0
CX.FEMA.DISASTER.IH.PROG.5,IH Program 5,Docs Out,0
CX.FEMA.DISASTER.IH.PROG.5,IH Program 5,Final Docs,0
CX.FEMA.DISASTER.IH.PROG.5,IH Program 5,Investor Delivery,0
CX.FEMA.DISASTER.IH.PROG.5,IH Program 5,Loan Setup,0
CX.FEMA.DISASTER.IH.PROG.5,IH Program 5,Purchasing Conditions,0
CX.FEMA.DISASTER.IH.PROG.5,IH Program 5,Started,0
CX.FEMA.DISASTER.IH.PROG.5,IH Program 5,Submittal,0
CX.FEMA.DISASTER.IH.PROG.5,IH Program 5,Waiting for Docs,0
CX.FEMA.DISASTER.OUTSTANDING,Number of Outstanding Disasters,Completion,0
CX.FEMA.DISASTER.OUTSTANDING,Number of Outstanding Disasters,Cond. Approval,0
CX.FEMA.DISASTER.OUTSTANDING,Number of Outstanding Disasters,Docs Out,0
CX.FEMA.DISASTER.OUTSTANDING,Number of Outstanding Disasters,Final Docs,0
CX.FEMA.DISASTER.OUTSTANDING,Number of Outstanding Disasters,Investor Delivery,0
CX.FEMA.DISASTER.OUTSTANDING,Number of Outstanding Disasters,Loan Setup,0
CX.FEMA.DISASTER.OUTSTANDING,Number of Outstanding Disasters,Purchasing Conditions,0
CX.FEMA.DISASTER.OUTSTANDING,Number of Outstanding Disasters,Started,0
CX.FEMA.DISASTER.OUTSTANDING,Number of Outstanding Disasters,Submittal,0
CX.FEMA.DISASTER.OUTSTANDING,Number of Outstanding Disasters,Waiting for Docs,0
CX.FEMA.LAST.RUN,Date FEMA Last Ran,Completion,100
CX.FEMA.LAST.RUN,Date FEMA Last Ran,Cond. Approval,100
CX.FEMA.LAST.RUN,Date FEMA Last Ran,Docs Out,100
CX.FEMA.LAST.RUN,Date FEMA Last Ran,Final Docs,100
CX.FEMA.LAST.RUN,Date FEMA Last Ran,Investor Delivery,100
CX.FEMA.LAST.RUN,Date FEMA Last Ran,Loan Setup,100
CX.FEMA.LAST.RUN,Date FEMA Last Ran,Purchasing Conditions,100
CX.FEMA.LAST.RUN,Date FEMA Last Ran,Started,100
CX.FEMA.LAST.RUN,Date FEMA Last Ran,Submittal,100
CX.FEMA.LAST.RUN,Date FEMA Last Ran,Waiting for Docs,100
CX.FEMA.LAST.RUN.USER,User ID that triggered plugin to run,Completion,100
CX.FEMA.LAST.RUN.USER,User ID that triggered plugin to run,Cond. Approval,100
CX.FEMA.LAST.RUN.USER,User ID that triggered plugin to run,Docs Out,100
CX.FEMA.LAST.RUN.USER,User ID that triggered plugin to run,Final Docs,100
CX.FEMA.LAST.RUN.USER,User ID that triggered plugin to run,Investor Delivery,100
CX.FEMA.LAST.RUN.USER,User ID that triggered plugin to run,Loan Setup,100
CX.FEMA.LAST.RUN.USER,User ID that triggered plugin to run,Purchasing Conditions,100
CX.FEMA.LAST.RUN.USER,User ID that triggered plugin to run,Started,100
CX.FEMA.LAST.RUN.USER,User ID that triggered plugin to run,Submittal,100
CX.FEMA.LAST.RUN.USER,User ID that triggered plugin to run,Waiting for Docs,100
CX.FILLEDCLICKUP,Filled Clickup,Docs Out,100
CX.FILLEDCLICKUP,Filled Clickup,Final Docs,100
CX.FILLEDCLICKUP,Filled Clickup,Investor Delivery,100
CX.FILLEDCLICKUP,Filled Clickup,LO Prep,100
CX.FILLEDCLICKUP,Filled Clickup,Loan Setup,100
CX.FILLEDCLICKUP,Filled Clickup,Purchasing Conditions,100
CX.FILLEDCLICKUP,Filled Clickup,Started,100
CX.FILLEDCLICKUP,Filled Clickup,Submittal,100
CX.FILLEDPREQUALFORM,Filled Prequal Form,Docs Out,100
CX.FILLEDPREQUALFORM,Filled Prequal Form,Final Docs,100
CX.FILLEDPREQUALFORM,Filled Prequal Form,Investor Delivery,100
CX.FILLEDPREQUALFORM,Filled Prequal Form,LO Prep,100
CX.FILLEDPREQUALFORM,Filled Prequal Form,Loan Setup,100
CX.FILLEDPREQUALFORM,Filled Prequal Form,Purchasing Conditions,100
CX.FILLEDPREQUALFORM,Filled Prequal Form,Started,100
CX.FILLEDPREQUALFORM,Filled Prequal Form,Submittal,100
CX.FINANCEDREHABBUDGET,Financed Rehab Budget,Completion,0
CX.FINANCEDREHABBUDGET,Financed Rehab Budget,Cond. Approval,0
CX.FINANCEDREHABBUDGET,Financed Rehab Budget,Docs Out,0
CX.FINANCEDREHABBUDGET,Financed Rehab Budget,Final Docs,0
CX.FINANCEDREHABBUDGET,Financed Rehab Budget,Investor Delivery,0
CX.FINANCEDREHABBUDGET,Financed Rehab Budget,LO Prep,0
CX.FINANCEDREHABBUDGET,Financed Rehab Budget,Loan Setup,0
CX.FINANCEDREHABBUDGET,Financed Rehab Budget,Purchasing Conditions,0
CX.FINANCEDREHABBUDGET,Financed Rehab Budget,Started,0
CX.FINANCEDREHABBUDGET,Financed Rehab Budget,Submittal,0
CX.FIXANDFLIPINITIALMONTHLYI,fix and flip initial monthly interest,Completion,0
CX.FIXANDFLIPINITIALMONTHLYI,fix and flip initial monthly interest,Cond. Approval,0
CX.FIXANDFLIPINITIALMONTHLYI,fix and flip initial monthly interest,Docs Out,0
CX.FIXANDFLIPINITIALMONTHLYI,fix and flip initial monthly interest,Final Docs,0
CX.FIXANDFLIPINITIALMONTHLYI,fix and flip initial monthly interest,Investor Delivery,0
CX.FIXANDFLIPINITIALMONTHLYI,fix and flip initial monthly interest,LO Prep,0
CX.FIXANDFLIPINITIALMONTHLYI,fix and flip initial monthly interest,Loan Setup,0
CX.FIXANDFLIPINITIALMONTHLYI,fix and flip initial monthly interest,Purchasing Conditions,0
CX.FIXANDFLIPINITIALMONTHLYI,fix and flip initial monthly interest,Started,0
CX.FIXANDFLIPINITIALMONTHLYI,fix and flip initial monthly interest,Submittal,0
CX.FREECLEAR,FREE and CLEAR,Loan Setup,100
CX.FREECLEAR,FREE and CLEAR,Purchasing Conditions,100
CX.FREECLEAR,FREE and CLEAR,Started,100
CX.FUNDEDDATE,Funded Date,Completion,100
CX.FUNDEDDATE,Funded Date,Final Docs,100
CX.FUNDEDDATE,Funded Date,Investor Delivery,100
CX.FUNDEDDATE,Funded Date,Purchasing Conditions,100
CX.GOVERNMENTIDENTIFICATION,Government Identification,Docs Out,100
CX.GOVERNMENTIDENTIFICATION,Government Identification,Final Docs,100
CX.GOVERNMENTIDENTIFICATION,Government Identification,Investor Delivery,100
CX.GOVERNMENTIDENTIFICATION,Government Identification,LO Prep,100
CX.GOVERNMENTIDENTIFICATION,Government Identification,Loan Setup,100
CX.GOVERNMENTIDENTIFICATION,Government Identification,Purchasing Conditions,100
CX.GOVERNMENTIDENTIFICATION,Government Identification,Started,100
CX.GOVERNMENTIDENTIFICATION,Government Identification,Submittal,100
CX.HIGHERSCOREBORRCOBORR,Higher qualifying score between borrower and co borrower ,Completion,5.6
CX.HIGHERSCOREBORRCOBORR,Higher qualifying score between borrower and co borrower ,Cond. Approval,12.5
CX.HIGHERSCOREBORRCOBORR,Higher qualifying score between borrower and co borrower ,Docs Out,100
CX.HIGHERSCOREBORRCOBORR,Higher qualifying score between borrower and co borrower ,Final Docs,100
CX.HIGHERSCOREBORRCOBORR,Higher qualifying score between borrower and co borrower ,Investor Delivery,100
CX.HIGHERSCOREBORRCOBORR,Higher qualifying score between borrower and co borrower ,LO Prep,23.1
CX.HIGHERSCOREBORRCOBORR,Higher qualifying score between borrower and co borrower ,Loan Setup,96.6
CX.HIGHERSCOREBORRCOBORR,Higher qualifying score between borrower and co borrower ,Purchasing Conditions,95.2
CX.HIGHERSCOREBORRCOBORR,Higher qualifying score between borrower and co borrower ,Started,28.8
CX.HIGHERSCOREBORRCOBORR,Higher qualifying score between borrower and co borrower ,Submittal,96.8
CX.HOLDBACK, Margin and hold back,Docs Out,100
CX.HOLDBACK, Margin and hold back,Final Docs,100
CX.HOLDBACK, Margin and hold back,Investor Delivery,100
CX.HOLDBACK, Margin and hold back,Purchasing Conditions,100
CX.INITIALDISCLOSURESSIGNE,Initial Disclosures Signed & Saved to file,Docs Out,100
CX.INITIALDISCLOSURESSIGNE,Initial Disclosures Signed & Saved to file,Final Docs,100
CX.INITIALDISCLOSURESSIGNE,Initial Disclosures Signed & Saved to file,Investor Delivery,100
CX.INITIALDISCLOSURESSIGNE,Initial Disclosures Signed & Saved to file,Loan Setup,100
CX.INITIALDISCLOSURESSIGNE,Initial Disclosures Signed & Saved to file,Purchasing Conditions,100
CX.INITIALDISCLOSURESSIGNE,Initial Disclosures Signed & Saved to file,Submittal,100
CX.INSURANCECONTACT,Insurance Contact,Purchasing Conditions,100
CX.INSURANCECONTACT,Insurance Contact,Submittal,100
CX.INSURANCEORDERED,Insurance Ordered,Docs Out,100
CX.INSURANCEORDERED,Insurance Ordered,Final Docs,100
CX.INSURANCEORDERED,Insurance Ordered,Investor Delivery,100
CX.INSURANCEORDERED,Insurance Ordered,Loan Setup,100
CX.INSURANCEORDERED,Insurance Ordered,Purchasing Conditions,100
CX.INSURANCEORDERED,Insurance Ordered,Submittal,100
CX.ISKA,signed iska,Docs Out,100
CX.ISKA,signed iska,Final Docs,100
CX.ISKA,signed iska,Investor Delivery,100
CX.ISKA,signed iska,Purchasing Conditions,100
CX.ISMORTGAGEONCREDIT?,Is mortgage on credit?   Which creditor? $? Explanation if no mortgage,Docs Out,100
CX.ISMORTGAGEONCREDIT?,Is mortgage on credit?   Which creditor? $? Explanation if no mortgage,Loan Setup,100
CX.ISMORTGAGEONCREDIT?,Is mortgage on credit?   Which creditor? $? Explanation if no mortgage,Purchasing Conditions,100
CX.KM.ALPHAORDER.CHECK,KM Plugin - Show In Alpha Order checkbox Check,Completion,3.2
CX.KM.ALPHAORDER.CHECK,KM Plugin - Show In Alpha Order checkbox Check,Cond. Approval,0
CX.KM.ALPHAORDER.CHECK,KM Plugin - Show In Alpha Order checkbox Check,Docs Out,0
CX.KM.ALPHAORDER.CHECK,KM Plugin - Show In Alpha Order checkbox Check,Final Docs,0
CX.KM.ALPHAORDER.CHECK,KM Plugin - Show In Alpha Order checkbox Check,Investor Delivery,0
CX.KM.ALPHAORDER.CHECK,KM Plugin - Show In Alpha Order checkbox Check,LO Prep,0
CX.KM.ALPHAORDER.CHECK,KM Plugin - Show In Alpha Order checkbox Check,Loan Setup,0
CX.KM.ALPHAORDER.CHECK,KM Plugin - Show In Alpha Order checkbox Check,Purchasing Conditions,2.8
CX.KM.ALPHAORDER.CHECK,KM Plugin - Show In Alpha Order checkbox Check,Started,1.3
CX.KM.ALPHAORDER.CHECK,KM Plugin - Show In Alpha Order checkbox Check,Submittal,0
CX.KM.ALPHAORDER.CHECK,KM Plugin - Show In Alpha Order checkbox Check,Waiting for Docs,0
CX.KM.ALPHAORDER.DISABLED,KM Plugin - Show In Alpha Order checkbox disabled,Completion,0
CX.KM.ALPHAORDER.DISABLED,KM Plugin - Show In Alpha Order checkbox disabled,Cond. Approval,0
CX.KM.ALPHAORDER.DISABLED,KM Plugin - Show In Alpha Order checkbox disabled,Docs Out,0
CX.KM.ALPHAORDER.DISABLED,KM Plugin - Show In Alpha Order checkbox disabled,Final Docs,0
CX.KM.ALPHAORDER.DISABLED,KM Plugin - Show In Alpha Order checkbox disabled,Investor Delivery,0
CX.KM.ALPHAORDER.DISABLED,KM Plugin - Show In Alpha Order checkbox disabled,LO Prep,0
CX.KM.ALPHAORDER.DISABLED,KM Plugin - Show In Alpha Order checkbox disabled,Loan Setup,0
CX.KM.ALPHAORDER.DISABLED,KM Plugin - Show In Alpha Order checkbox disabled,Purchasing Conditions,0
CX.KM.ALPHAORDER.DISABLED,KM Plugin - Show In Alpha Order checkbox disabled,Started,0
CX.KM.ALPHAORDER.DISABLED,KM Plugin - Show In Alpha Order checkbox disabled,Submittal,0
CX.KM.ALPHAORDER.DISABLED,KM Plugin - Show In Alpha Order checkbox disabled,Waiting for Docs,0
CX.KM.HC.CALL,KM Plugin - HC call URL,Completion,100
CX.KM.HC.CALL,KM Plugin - HC call URL,Cond. Approval,100
CX.KM.HC.CALL,KM Plugin - HC call URL,Docs Out,100
CX.KM.HC.CALL,KM Plugin - HC call URL,Final Docs,100
CX.KM.HC.CALL,KM Plugin - HC call URL,Investor Delivery,100
CX.KM.HC.CALL,KM Plugin - HC call URL,LO Prep,100
CX.KM.HC.CALL,KM Plugin - HC call URL,Loan Setup,100
CX.KM.HC.CALL,KM Plugin - HC call URL,Purchasing Conditions,100
CX.KM.HC.CALL,KM Plugin - HC call URL,Started,100
CX.KM.HC.CALL,KM Plugin - HC call URL,Submittal,100
CX.KM.HC.COUNT,KM Plugin - Total Count of HCPs on the loan,Completion,76.9
CX.KM.HC.COUNT,KM Plugin - Total Count of HCPs on the loan,Cond. Approval,90.9
CX.KM.HC.COUNT,KM Plugin - Total Count of HCPs on the loan,Docs Out,100
CX.KM.HC.COUNT,KM Plugin - Total Count of HCPs on the loan,Final Docs,100
CX.KM.HC.COUNT,KM Plugin - Total Count of HCPs on the loan,Investor Delivery,100
CX.KM.HC.COUNT,KM Plugin - Total Count of HCPs on the loan,LO Prep,92.3
CX.KM.HC.COUNT,KM Plugin - Total Count of HCPs on the loan,Loan Setup,100
CX.KM.HC.COUNT,KM Plugin - Total Count of HCPs on the loan,Purchasing Conditions,98.6
CX.KM.HC.COUNT,KM Plugin - Total Count of HCPs on the loan,Started,58.4
CX.KM.HC.COUNT,KM Plugin - Total Count of HCPs on the loan,Submittal,100
CX.KM.HC.IMPORTED,KM Plugin - HC have imported,Completion,100
CX.KM.HC.IMPORTED,KM Plugin - HC have imported,Cond. Approval,100
CX.KM.HC.IMPORTED,KM Plugin - HC have imported,Docs Out,100
CX.KM.HC.IMPORTED,KM Plugin - HC have imported,Final Docs,100
CX.KM.HC.IMPORTED,KM Plugin - HC have imported,Investor Delivery,100
CX.KM.HC.IMPORTED,KM Plugin - HC have imported,LO Prep,100
CX.KM.HC.IMPORTED,KM Plugin - HC have imported,Loan Setup,100
CX.KM.HC.IMPORTED,KM Plugin - HC have imported,Purchasing Conditions,100
CX.KM.HC.IMPORTED,KM Plugin - HC have imported,Started,100
CX.KM.HC.IMPORTED,KM Plugin - HC have imported,Submittal,100
CX.KM.HC.RESP,KM Plugin - HC response from server,Completion,100
CX.KM.HC.RESP,KM Plugin - HC response from server,Cond. Approval,100
CX.KM.HC.RESP,KM Plugin - HC response from server,Docs Out,100
CX.KM.HC.RESP,KM Plugin - HC response from server,Final Docs,100
CX.KM.HC.RESP,KM Plugin - HC response from server,Investor Delivery,100
CX.KM.HC.RESP,KM Plugin - HC response from server,LO Prep,100
CX.KM.HC.RESP,KM Plugin - HC response from server,Loan Setup,100
CX.KM.HC.RESP,KM Plugin - HC response from server,Purchasing Conditions,100
CX.KM.HC.RESP,KM Plugin - HC response from server,Started,100
CX.KM.HC.RESP,KM Plugin - HC response from server,Submittal,100
CX.KM.IFTRIGGER,KM Plugin - Input Form Manager loan ready trigger,Completion,100
CX.KM.IFTRIGGER,KM Plugin - Input Form Manager loan ready trigger,Cond. Approval,100
CX.KM.IFTRIGGER,KM Plugin - Input Form Manager loan ready trigger,Docs Out,100
CX.KM.IFTRIGGER,KM Plugin - Input Form Manager loan ready trigger,Final Docs,100
